이원욱	더불어민주당	찬성
이인영	더불어민주당	찬성
이재정	더불어민주당	찬성
이종걸	더불어민주당	찬성
이종명	미래한국당	기권
이주영	미래통합당	반대
이철희	더불어민주당	찬성
이학영	더불어민주당	찬성
이해찬	더불어민주당	찬성
이현재	무소속	기권
이후삼	더불어민주당	찬성
인재근	더불어민주당	찬성
임종성	더불어민주당	찬성
장석춘	미래통합당	반대
장제원	미래통합당	반대
전해철	더불어민주당	찬성
전혜숙	더불어민주당	찬성
정동영	민생당	찬성
정성호	더불어민주당	찬성
정용기	미래통합당	반대
정은혜	더불어민주당	찬성
정진석	미래통합당	찬성
제윤경	더불어민주당	찬성
조배숙	민생당	찬성
조응천	더불어민주당	찬성
주광덕	미래통합당	기권
진선미	더불어민주당	찬성
천정배	민생당	찬성
최도자	민생당	찬성
최운열	더불어민주당	찬성
최재성	더불어민주당	찬성
추혜선	정의당	찬성
한정애	더불어민주당	찬성
허윤정	더불어민주당	찬성
홍영표	더불어민주당	찬성
홍익표	더불어민주당	찬성
황주홍	민생당	찬성
강병원	더불어민주당	기권
강효상	미래통합당	반대
경대수	미래통합당	반대
권미혁	더불어민주당	찬성
권칠승	더불어민주당	찬성
김경진	무소속	찬성
김관영	무소속	찬성
김광수	민생당	찬성
김기선	미래한국당	찬성
김명연	미래통합당	반대
김민기	더불어민주당	찬성
김병기	더불어민주당	찬성
김부겸	더불어민주당	찬성
김상훈	미래통합당	기권
김선동	미래통합당	반대
김성원	미래통합당	찬성
김성환	더불어민주당	찬성
김영주	더불어민주당	찬성
김영춘	더불어민주당	찬성
김재원	미래통합당	반대
김종민	더불어민주당	찬성
김중로	미래통합당	찬성
김진표	더불어민주당	찬성
김태년	더불어민주당	찬성
김학용	미래통합당	찬성
김한표	미래통합당	반대
김현권	더불어민주당	찬성
나경원	미래통합당	반대
노웅래	더불어민주당	찬성
맹성규	더불어민주당	찬성
문희상	무소속	찬성
민홍철	더불어민주당	찬성
박광온	더불어민주당	찬성
박범계	더불어민주당	찬성
박선숙	민생당	찬성
박완주	더불어민주당	찬성
박재호	더불어민주당	찬성
박주민	더불어민주당	찬성
박지원	민생당	찬성
박홍근	더불어민주당	찬성
백혜련	더불어민주당	찬성
서삼석	더불어민주당	찬성
서형수	더불어민주당	찬성
성일종	미래통합당	반대
손금주	더불어민주당	찬성
송갑석	더불어민주당	찬성
송석준	미래통합당	기권
송영길	더불어민주당	찬성
송희경	미래통합당	기권
신동근	더불어민주당	찬성
신용현	미래통합당	찬성
심상정	정의당	찬성
심재철	미래통합당	반대
안민석	더불어민주당	찬성
안호영	더불어민주당	찬성
여영국	정의당	찬성
오신환	미래통합당	찬성
오제세	더불어민주당	찬성
우원식	더불어민주당	찬성
위성곤	더불어민주당	찬성
유동수	더불어민주당	찬성
유성엽	민생당	찬성
유의동	미래통합당	찬성
윤상직	미래통합당	기권
윤영일	민생당	찬성
윤재옥	미래통합당	기권
윤준호	더불어민주당	찬성
윤후덕	더불어민주당	찬성
이규희	더불어민주당	찬성
이만희	미래통합당	반대
이상돈	무소속	찬성
이상헌	더불어민주당	찬성
이양수	미래통합당	반대
이은권	미래통합당	반대
이장우	미래통합당	반대
이정미	정의당	찬성
이종구	미래통합당	찬성
이종배	미래통합당	기권
이철규	미래통합당	반대
이춘석	더불어민주당	찬성
이학재	미래통합당	반대
이헌승	미래통합당	기권
이혜훈	미래통합당	기권
이훈	더불어민주당	찬성
임이자	미래통합당	찬성
장병완	민생당	찬성
장정숙	민생당	찬성
전재수	더불어민주당	찬성
전현희	더불어민주당	찬성
전희경	미래통합당	기권
정병국	미래통합당	기권
정양석	미래통합당	반대
정유섭	미래통합당	기권
정점식	미래통합당	찬성
정춘숙	더불어민주당	찬성
조경태	미래통합당	반대
조승래	더불어민주당	찬성
조정식	더불어민주당	찬성
지상욱	미래통합당	찬성
채이배	민생당	찬성
최경환	민생당	찬성
최연혜	미래통합당	반대
최인호	더불어민주당	찬성
추경호	미래통합당	반대
표창원	더불어민주당	찬성
함진규	미래통합당	찬성
홍문표	미래통합당	반대
홍의락	더불어민주당	찬성
홍일표	미래통합당	기권
황희	더불어민주당	찬성
