ID,SIU,GENDER,AGE,RESI_COST,FP_CA,RGST,CTPR,WEDD,CHLD,DMND_AMT,PAYM_AMT
20274,Y,2,57,12222,Y,199912,강원,Y,2,2600000,2600000
11309,N,2,52,5628,Y,199912,강원,Y,2,80000,80000
9071,N,2,52,1527,Y,199709,강원,Y,2,110000,110000
2366,N,2,51,7428,Y,199607,강원,Y,2,480000,480000
13504,N,2,51,5907,Y,199109,강원,Y,2,0,0
8783,N,2,51,8055,N,200904,강원,Y,3,191223,191223
3166,N,2,47,7361,N,200306,강원,Y,3,480000,480000
2970,N,2,53,2966,N,200306,강원,Y,3,852758,852758
5461,N,2,46,1934,N,200306,강원,Y,3,150000,150000
766,N,2,52,12353,N,200306,강원,Y,3,180000,180000
21272,N,2,41,14235,N,200306,강원,Y,3,800164,800000
2350,N,2,57,8824,Y,199804,강원,Y,3,120000,120000
11729,Y,2,57,2204,N,200306,강원,Y,4,540000,540000
4517,N,2,43,6284,N,201309,강원,N,0,200000,200000
15547,N,1,34,5603,N,201203,강원,N,0,72000,72000
15401,Y,2,45,4079,N,200805,강원,N,0,540000,540000
21896,N,2,62,14861,N,200407,강원,N,0,130376,130376
15071,N,2,33,3922,N,200310,강원,N,0,218600,218600
11381,N,2,82,7916,N,200306,강원,N,0,370000,370000
18422,N,2,59,6896,N,200306,강원,N,0,150000,150000
6986,N,2,77,3107,N,200306,강원,N,0,135000,135000
9896,N,1,45,7726,N,200306,강원,N,0,120000,120000
3322,N,2,42,27114,N,200306,강원,N,0,72000,72000
18168,N,2,74,21666,N,200306,강원,N,0,8087310,8000000
16865,N,1,35,11250,N,200306,강원,N,0,136560,136560
3519,Y,1,33,2944,N,200306,강원,N,0,200000,200000
19543,N,2,28,9885,N,200105,강원,N,0,0,0
13094,Y,1,56,3949,N,200701,강원,Y,0,1120000,1120000
1716,N,2,60,3107,N,200403,강원,Y,0,200000,200000
15054,N,2,55,6666,N,200307,강원,Y,0,180000,180000
20575,Y,2,61,5393,N,200306,강원,Y,0,410000,410000
13742,N,2,63,5972,N,200306,강원,Y,0,70000,70000
2700,N,2,60,7048,N,200306,강원,Y,0,200000,200000
7797,N,1,42,24444,N,200306,강원,Y,0,1000000,1000000
11488,N,2,65,5603,N,200303,강원,Y,0,50000,50000
19429,N,1,60,6084,N,200207,강원,Y,0,0,0
6790,N,2,56,3080,N,200104,강원,Y,0,40000,40000
15612,N,2,73,14583,N,199910,강원,Y,0,200000,200000
6363,Y,2,58,2029,N,200509,강원,Y,1,781667,780000
4921,Y,1,62,11494,N,200306,강원,Y,1,170000,170000
11571,N,1,62,8903,N,200306,강원,Y,1,60000,60000
18561,N,1,56,12222,N,200306,강원,Y,1,20000,20000
1232,N,1,37,9796,N,200306,강원,Y,1,410520,410520
2675,N,1,61,6797,N,200306,강원,Y,1,50000,50000
407,N,1,62,15555,N,200306,강원,Y,1,112600,112600
16449,N,2,50,7638,N,200306,강원,Y,1,120000,120000
5059,Y,1,58,2029,N,200306,강원,Y,1,3605425,3600000
2397,N,2,47,6197,N,200304,강원,Y,1,280000,280000
20180,Y,1,45,3750,N,200106,강원,Y,1,1290000,1290000
10846,N,2,53,11111,N,200702,강원,Y,2,70720,70720
21912,N,1,33,4190,N,200409,강원,Y,2,1000000,1000000
8460,N,2,54,4917,Y,200406,강원,Y,2,320000,320000
12847,N,2,51,7500,N,200403,강원,Y,2,478700,478700
21159,N,1,44,5705,N,200306,강원,Y,2,100000,100000
7880,N,2,38,7500,N,200306,강원,Y,2,30000,30000
14520,N,2,40,10561,Y,200306,강원,Y,2,40000,40000
9770,N,1,49,5492,N,200306,강원,Y,2,120000,120000
7259,N,2,59,5948,N,200306,강원,Y,2,150000,150000
9784,N,2,48,6455,N,200306,강원,Y,2,0,0
19453,N,1,54,3006,N,200206,강원,Y,2,1960000,1960000
17225,N,2,38,4444,N,200205,강원,Y,2,6772,6772
9054,N,2,59,4722,Y,199809,강원,Y,2,100000,100000
17299,N,2,57,11944,N,200309,강원,Y,3,180000,180000
18555,Y,1,56,3170,N,200306,강원,Y,3,1550000,1550000
20634,Y,2,60,8472,N,200306,강원,Y,3,238000,238000
2735,N,1,59,4949,N,200306,강원,Y,3,108000,108000
7523,N,2,51,12222,N,200306,강원,Y,3,210000,210000
18774,N,2,49,10141,N,200306,강원,Y,3,100000,100000
818,N,2,51,3628,N,200306,강원,Y,3,1212000,1212000
8953,N,1,42,9027,N,201408,강원,N,0,210000,210000
6712,N,1,30,22119,N,201211,강원,N,0,390000,390000
15550,N,2,32,8894,N,201205,강원,N,0,95500,95500
22352,N,1,30,15555,N,201204,강원,N,0,570000,570000
11062,N,2,29,6666,N,201105,강원,N,0,350000,350000
20049,N,1,32,16944,N,201103,강원,N,0,40000,40000
15489,N,2,34,4027,Y,201003,강원,N,0,9750,9750
22159,N,1,29,13687,N,200803,강원,N,0,175000,175000
22015,N,1,57,15277,N,200510,강원,N,0,0,0
17487,N,2,34,3888,N,200508,강원,N,0,80000,80000
17385,N,2,31,5669,Y,200406,강원,N,0,30000,30000
19152,N,2,36,21805,N,200306,강원,N,0,320000,320000
12275,N,1,41,3541,N,200306,강원,N,0,230000,230000
12149,N,1,45,17083,N,200306,강원,N,0,65400,65400
10434,N,1,43,4027,N,200306,강원,N,0,200000,200000
21326,N,1,38,3472,N,200306,강원,N,0,210000,210000
12402,N,1,35,4408,N,200306,강원,N,0,350000,350000
14774,N,2,25,4232,N,200306,강원,N,0,300000,300000
3099,N,2,49,6252,N,200306,강원,N,0,300000,300000
21481,Y,2,30,12916,N,200306,강원,N,0,380000,380000
12411,N,1,34,2222,N,200306,강원,N,0,60025,60000
12464,N,1,30,8055,N,200306,강원,N,0,140000,140000
7986,N,2,34,8333,N,200306,강원,N,0,100000,100000
12734,N,1,34,10221,N,200305,강원,N,0,400000,400000
15684,N,1,40,13936,N,200205,강원,N,0,550000,550000
10395,N,1,52,4691,N,200005,강원,N,0,1260000,1260000
12759,N,2,25,8666,N,200005,강원,N,0,49280,49280
10160,N,1,34,10138,N,200306,강원,Y,0,200000,200000
9496,N,1,57,23333,N,200306,강원,Y,0,200000,200000
5455,N,1,46,2655,N,200306,강원,Y,0,80000,80000
6007,N,1,69,4671,N,200306,강원,Y,0,0,0
9863,N,2,46,21388,N,200306,강원,Y,0,30000000,30000000
9201,Y,1,69,5183,N,200306,강원,Y,0,3103736,3100000
2607,N,1,63,18750,N,200306,강원,Y,0,70000,70000
3848,N,2,37,5416,N,200105,강원,Y,0,125000,125000
21885,Y,1,33,14274,N,200405,강원,Y,1,4503397,4500000
5370,N,1,49,2660,N,200306,강원,Y,1,200000,200000
13933,N,1,57,7777,N,200306,강원,Y,1,200000,200000
964,N,1,47,5277,N,200306,강원,Y,1,100000,100000
12268,N,1,41,18611,N,200306,강원,Y,1,160000,160000
3169,N,1,47,6111,N,200306,강원,Y,1,990000,990000
5748,Y,1,35,8194,N,200306,강원,Y,1,820000,820000
4993,N,2,59,4481,N,200306,강원,Y,1,403440,403440
10417,N,1,46,11666,N,199904,강원,Y,1,200000,200000
4666,N,2,56,24444,Y,199704,강원,Y,1,400000,400000
7698,Y,1,46,8888,N,200306,강원,Y,2,300000,300000
14131,N,1,52,5019,N,200306,강원,Y,2,38864,38864
16397,N,1,52,27361,N,200306,강원,Y,2,1190000,1190000
9983,N,2,42,13113,N,200306,강원,Y,2,24000,24000
21174,N,2,44,21944,N,200306,강원,Y,2,293616,293616
14299,N,1,47,15000,N,200306,강원,Y,2,90000,90000
2617,N,1,63,13333,N,200306,강원,Y,2,200000,200000
13429,N,1,51,3464,N,200110,강원,Y,2,215750,215750
16572,N,1,47,5495,N,200306,강원,Y,3,220000,220000
6537,N,2,60,8392,N,200806,강원,N,0,300000,300000
13087,N,1,32,19444,N,200612,강원,N,0,100000,100000
4167,N,1,40,9166,N,200603,강원,N,0,51800,51800
6350,N,2,40,18888,N,200508,강원,N,0,118580,118580
15197,N,2,36,2361,N,200503,강원,N,0,30000,30000
1767,N,1,38,2617,N,200408,강원,N,0,1700000,1700000
1287,N,2,35,11111,N,200306,강원,N,0,24000,24000
19284,N,2,26,3775,N,200306,강원,N,0,34210,34210
3419,N,2,38,10138,N,200306,강원,N,0,360000,360000
12786,N,2,40,13055,N,200307,강원,Y,0,80000,80000
16833,N,1,37,6944,N,200306,강원,Y,0,420000,420000
19026,N,2,41,19444,N,200306,강원,Y,0,10000,10000
10939,N,1,57,11577,N,200901,강원,Y,1,200000,200000
1868,N,2,49,3224,N,200601,강원,Y,1,360000,360000
4046,N,2,37,6746,N,200412,강원,Y,1,400000,400000
3096,Y,1,49,5923,N,200306,강원,Y,1,1260000,1260000
19098,N,1,38,7545,N,200306,강원,Y,1,90000,90000
3413,N,2,38,4722,N,200306,강원,Y,1,150000,150000
7304,N,1,57,6229,N,200306,강원,Y,1,220000,220000
11567,N,2,62,5002,N,200306,강원,Y,1,125790,125790
3019,N,2,51,17916,N,200306,강원,Y,1,96690,96690
13688,Y,2,66,6204,N,200306,강원,Y,1,300000,300000
5412,N,2,48,5948,N,200005,강원,Y,1,182430,182430
6162,N,1,45,6111,N,200307,강원,Y,2,300000,300000
12044,N,1,48,30000,N,200306,강원,Y,2,480000,480000
18940,N,2,45,15555,N,200306,강원,Y,2,700000,700000
7677,N,2,47,773,N,200306,강원,Y,2,90000,90000
3219,N,2,46,2809,Y,200306,강원,Y,2,300000,300000
19466,N,2,51,7222,N,200206,강원,Y,2,3000000,3000000
12645,Y,1,66,22465,N,200103,강원,Y,2,180000,180000
136,N,2,51,11527,Y,199606,강원,Y,2,300000,300000
6487,N,1,52,6204,N,200704,강원,Y,3,10000,10000
4518,N,1,57,8562,N,201310,강원,N,0,24000,24000
4340,N,1,43,4836,N,200902,강원,N,0,135900,135900
22181,N,1,34,4367,N,200809,강원,N,0,16880,16880
4314,N,2,30,6111,N,200805,강원,N,0,40000,40000
17609,N,1,53,3828,N,200611,강원,N,0,540000,540000
13065,N,2,54,6797,N,200610,강원,N,0,100000,100000
4083,N,2,27,17222,N,200505,강원,N,0,300000,300000
4074,N,1,40,16666,N,200503,강원,N,0,280000,280000
12917,N,2,58,10804,N,200412,강원,N,0,42780,42780
10127,N,2,36,6204,N,200306,강원,N,0,500000,500000
9364,N,2,60,6078,N,200306,강원,N,0,85000,85000
11412,N,2,72,5234,N,200306,강원,N,0,240000,240000
3426,N,1,38,2351,Y,200306,강원,N,0,500000,500000
11529,N,2,63,9444,N,200306,강원,N,0,200000,200000
14571,N,1,38,6111,N,200306,강원,N,0,200000,200000
670,N,2,55,2313,N,200306,강원,N,0,560000,560000
16614,N,1,45,20416,N,200306,강원,N,0,300000,300000
16755,N,1,40,3775,N,200306,강원,N,0,216000,216000
21661,Y,2,61,5183,N,200007,강원,N,0,570000,570000
11952,Y,2,51,3501,N,200306,강원,Y,0,380000,380000
7930,N,2,36,8611,N,200306,강원,Y,0,24000,24000
3228,N,2,46,6666,N,200306,강원,Y,0,510000,510000
20581,N,2,61,11111,N,200306,강원,Y,0,190000,190000
9321,N,2,62,7065,N,200306,강원,Y,0,100000,100000
20819,N,2,55,4261,N,200306,강원,Y,0,400000,400000
13610,N,2,72,6788,N,200303,강원,Y,0,100000,100000
3817,N,1,45,2512,N,200104,강원,Y,0,300000,300000
19761,N,1,56,7500,N,200601,강원,Y,1,110000,110000
18757,N,2,50,18055,N,200306,강원,Y,1,12140,12140
16217,N,2,56,12334,N,200306,강원,Y,1,38870,38870
14512,N,1,40,20833,N,200306,강원,Y,1,300000,300000
2859,N,2,56,11944,N,200306,강원,Y,1,377000,377000
9295,N,2,62,9761,N,200306,강원,Y,1,60000,60000
7647,N,1,47,17222,N,200306,강원,Y,1,200000,200000
16333,N,2,53,8750,N,200306,강원,Y,1,100000,100000
20727,N,2,57,8296,N,200306,강원,Y,1,1700000,1700000
4690,N,2,49,12083,Y,200007,강원,Y,1,115899,115899
14244,N,1,49,7562,N,200306,강원,Y,2,40820,40800
9842,N,1,47,6204,N,200306,강원,Y,2,300000,300000
21034,Y,1,48,13303,N,200306,강원,Y,2,920000,920000
11874,Y,2,53,2029,N,200306,강원,Y,2,540000,540000
16370,N,1,52,3377,N,200306,강원,Y,2,20000,20000
18727,N,2,50,14093,N,200306,강원,Y,2,140000,140000
18506,N,1,57,11666,N,200306,강원,Y,2,300000,300000
11645,N,2,59,13055,N,200306,강원,Y,2,100000,100000
785,N,2,52,2541,N,200306,강원,Y,2,735000,735000
12781,N,2,52,7222,N,200306,강원,Y,2,300000,300000
14021,Y,2,55,6204,N,200306,강원,Y,2,600000,600000
7319,N,1,57,5648,N,200306,강원,Y,2,300000,300000
5337,N,2,50,12431,N,200306,강원,Y,2,140000,140000
12689,N,2,45,23744,N,200008,강원,Y,2,119550,119550
18052,N,2,61,6171,Y,199211,강원,Y,2,200000,200000
11809,N,2,55,6797,N,200306,강원,Y,3,400000,400000
9627,N,2,53,13492,N,200306,강원,Y,3,40000,40000
13409,N,2,57,10000,N,200103,강원,Y,3,120000,120000
13430,N,2,54,12696,Y,200110,강원,Y,4,40000,40000
17732,Y,1,43,7726,N,200903,강원,N,0,400000,400000
7928,N,1,36,5972,N,200306,강원,N,0,360000,360000
11797,Y,1,55,3129,N,200306,강원,N,0,7798757,7780000
10060,N,1,39,18302,N,200306,강원,N,0,150000,150000
7495,N,1,52,10277,N,200306,강원,N,0,300000,300000
5635,N,1,40,6704,N,200306,강원,N,0,73040,73040
21805,N,1,34,9583,N,200307,강원,Y,0,60000,60000
4784,N,1,71,8275,N,200306,강원,Y,0,240000,240000
11558,N,1,62,13131,N,200306,강원,Y,0,410000,410000
6921,N,1,58,8194,N,200301,강원,Y,0,1000000,1000000
20673,N,1,59,4604,N,200306,강원,Y,1,400000,400000
16196,N,1,57,5048,N,200306,강원,Y,1,300000,300000
4989,N,1,60,5686,N,200306,강원,Y,1,630190,630000
5417,N,1,48,12777,N,200306,강원,Y,1,150000,150000
9338,N,1,61,10972,N,200306,강원,Y,1,3000000,3000000
15986,N,1,63,3129,N,200306,강원,Y,1,90000,90000
12830,N,1,52,11805,N,200401,강원,Y,2,200000,200000
805,N,2,51,8483,N,200306,강원,Y,2,250723,250723
9877,N,1,46,5277,N,200306,강원,Y,2,360000,360000
9416,N,1,59,8258,N,200306,강원,Y,2,300000,300000
16491,N,1,49,13055,N,200306,강원,Y,2,200000,200000
7103,N,1,65,2083,N,200306,강원,Y,3,700000,700000
18547,N,1,56,10694,N,200306,강원,Y,3,400000,400000
22153,N,1,66,4880,N,200802,강원,Y,4,72000,72000
4496,N,1,61,11268,N,201209,강원,N,0,1370007,1370007
10886,N,1,36,6047,N,200711,강원,N,0,1500000,1500000
11408,N,2,73,7916,N,200306,강원,N,0,20000,0
19497,N,1,42,6204,N,200306,강원,N,0,253200,253200
20372,N,1,79,4803,N,200306,강원,Y,0,70000,70000
4933,N,2,61,25464,N,200306,강원,Y,0,500000,500000
7436,N,1,54,13174,N,200306,강원,Y,0,350000,350000
2459,N,1,75,5972,N,200306,강원,Y,0,150000,150000
7623,N,2,48,5833,N,200306,강원,Y,1,3600000,3600000
15698,N,1,52,6438,N,200209,강원,Y,1,300000,300000
458,N,1,60,12500,N,200306,강원,Y,2,225000,225000
7316,N,1,57,3839,N,200306,강원,Y,2,140000,140000
13863,N,1,59,7083,N,200306,강원,Y,2,80000,80000
21012,N,1,49,7638,N,200306,강원,Y,2,279220,279220
13390,N,1,51,10503,N,199910,강원,Y,2,4500000,4500000
666,N,1,55,10833,N,200306,강원,Y,3,80000,80000
17917,N,2,8,5158,N,201308,강원,N,0,10000,10000
8922,N,1,19,4122,N,201303,강원,N,0,222632,222632
11136,N,1,5,6438,N,201303,강원,N,0,140148,140000
8906,N,1,20,11987,N,201211,강원,N,0,2000000,2000000
13319,N,1,16,10138,N,201206,강원,N,0,300000,300000
22351,N,1,27,11805,N,201204,강원,N,0,30000,30000
4462,N,2,15,6111,N,201112,강원,N,0,40000,40000
15541,N,1,22,10416,N,201112,강원,N,0,180000,180000
17841,N,1,22,1043,N,201107,강원,N,0,200095,200000
15490,N,1,22,11944,N,201003,강원,N,0,10000,10000
15486,N,2,31,7562,N,201002,강원,N,0,151900,151900
17770,Y,2,25,1944,N,200907,강원,N,0,150000,150000
13207,N,1,24,2777,N,200903,강원,N,0,2000000,2000000
4347,N,2,11,7916,N,200903,강원,N,0,98980,98980
19936,N,2,14,13120,N,200809,강원,N,0,16000,16000
6521,N,1,30,3472,N,200802,강원,N,0,300000,300000
19881,Y,2,38,8364,N,200709,강원,N,0,690000,690000
22134,N,1,14,10138,N,200709,강원,N,0,180000,180000
15367,Y,1,23,4305,N,200708,강원,N,0,180000,180000
8688,N,2,10,16666,N,200706,강원,N,0,10000,10000
8663,N,2,15,9690,N,200702,강원,N,0,300000,300000
1909,Y,2,34,2313,N,200609,강원,N,0,760000,760000
1902,N,1,19,4935,N,200608,강원,N,0,200000,200000
22041,N,2,15,6527,N,200603,강원,N,0,800000,800000
22022,N,1,13,10277,N,200601,강원,N,0,300000,300000
10744,Y,2,15,5019,N,200512,강원,N,0,450000,450000
10693,Y,2,28,8485,N,200504,강원,N,0,750000,750000
8519,N,2,26,4861,N,200502,강원,N,0,720000,720000
19698,N,1,30,12222,N,200501,강원,N,0,120000,120000
6276,N,2,16,10000,N,200408,강원,N,0,0,0
17383,N,1,24,5261,N,200406,강원,N,0,400000,400000
19656,N,1,18,20866,N,200406,강원,N,0,200000,200000
8453,N,1,13,3333,N,200405,강원,N,0,60000,60000
3965,N,1,29,13333,N,200403,강원,N,0,80000,80000
6212,N,1,39,8924,N,200402,강원,N,0,200000,200000
19570,N,1,33,5192,N,200307,강원,N,0,200000,200000
21804,N,2,17,6499,N,200307,강원,N,0,200000,200000
21633,Y,2,19,4221,N,200306,강원,N,0,570000,570000
1068,Y,1,43,3655,N,200306,강원,N,0,640000,640000
3647,N,1,24,3775,N,200306,강원,N,0,456000,456000
12423,N,2,34,10694,N,200306,강원,N,0,0,0
3565,N,2,30,3417,N,200306,강원,N,0,400000,400000
2411,N,1,17,752,N,200306,강원,N,0,20000,20000
3452,N,2,37,2023,N,200306,강원,N,0,120000,120000
21493,N,1,28,3501,N,200306,강원,N,0,800000,800000
3887,N,1,24,4213,N,200306,강원,N,0,360000,360000
2422,N,1,16,4216,N,200306,강원,N,0,30000,30000
21433,Y,1,34,4236,N,200306,강원,N,0,660000,660000
10322,N,1,20,4305,N,200306,강원,N,0,300000,300000
8189,N,1,19,4444,N,200306,강원,N,0,60000,60000
19370,N,1,20,4583,N,200306,강원,N,0,200000,200000
21552,N,1,25,5416,N,200306,강원,N,0,300000,300000
5851,N,1,28,5765,N,200306,강원,N,0,200000,200000
15792,N,2,17,5947,N,200306,강원,N,0,300090,300000
5959,N,1,20,6111,N,200306,강원,N,0,330000,330000
10302,N,1,21,6294,N,200306,강원,N,0,300000,300000
10283,N,2,23,6438,N,200306,강원,N,0,60000,60000
14881,N,2,18,6797,N,200306,강원,N,0,20000,20000
20335,N,2,17,6797,N,200306,강원,N,0,300000,300000
8046,N,2,29,6918,N,200306,강원,N,0,217520,217520
21598,N,2,22,7083,N,200306,강원,N,0,400000,400000
4725,N,1,16,7083,N,200306,강원,N,0,300000,300000
3719,N,1,19,7317,N,200306,강원,N,0,480000,480000
9127,N,1,17,7777,N,200306,강원,N,0,300000,300000
6935,N,1,17,8888,N,200306,강원,N,0,300000,300000
5771,N,1,34,9027,N,200306,강원,N,0,103500,103500
19369,N,2,20,9117,N,200306,강원,N,0,230104,230104
12547,N,1,24,9444,N,200306,강원,N,0,300000,300000
180,N,2,17,9675,N,200306,강원,N,0,300000,300000
18123,N,1,17,10277,N,200306,강원,N,0,300000,300000
17038,N,1,23,12638,N,200306,강원,N,0,300000,300000
14859,N,1,19,13103,N,200306,강원,N,0,1000000,1000000
16976,N,2,28,16101,N,200306,강원,N,0,240000,240000
197,N,1,16,16805,N,200306,강원,N,0,300000,300000
173,N,1,17,26878,N,200306,강원,N,0,340000,340000
15707,N,2,68,6489,N,200211,강원,N,0,0,0
10497,N,2,27,10972,N,200105,강원,N,0,317480,317480
14925,N,1,56,6438,N,200102,강원,N,0,120000,120000
12737,N,1,32,16944,N,200101,강원,N,0,144000,144000
10362,N,2,68,14182,N,200003,강원,N,0,200000,200000
21730,N,1,40,4124,N,199901,강원,N,0,32000,32000
8348,N,2,19,6797,N,199901,강원,N,0,87450,87450
1674,N,1,69,4756,N,200308,강원,Y,0,240000,240000
9153,N,1,77,9725,N,200306,강원,Y,0,50000,50000
7022,N,1,71,13692,N,200306,강원,Y,0,30000,30000
9235,N,2,66,3793,N,200306,강원,Y,0,420120,420000
80,N,2,66,4722,N,200210,강원,Y,0,50000,50000
20248,N,2,74,2023,Y,198401,강원,Y,0,80000,80000
13009,Y,2,59,4232,N,200601,강원,Y,1,936000,936000
10641,N,2,64,12823,N,200409,강원,Y,1,10000,10000
20556,N,1,62,9027,N,200306,강원,Y,1,600000,600000
20500,N,2,65,3377,N,200306,강원,Y,1,0,0
9335,N,1,61,28333,N,200306,강원,Y,1,300000,300000
12255,N,1,41,4861,N,200306,강원,Y,1,160000,160000
