시군명,상호명,업종코드,업태명,업종명(종목명),소재지도로명주소,소재지지번주소,전화번호,사용가능한지역화폐명,지류형지역화폐사용가능여부,카드형지역화폐사용가능여부,모바일형지역화폐사용가능여부,우편번호,위도,경도,데이터기준일자
성남시,진영슈퍼,,,,경기도 성남시 중원구 마지로155번길 32,경기도 성남시 중원구 하대원동 158번지,031-754-4020,성남사랑상품권,Y,Y,,13406,37.4276409,127.1499919,2018-12-31
성남시,영문구,,,,경기도 성남시 중원구 마지로163번길 11,경기도 성남시 중원구 하대원동 161-10번지 삼영빌딩,031-745-0767,성남사랑상품권,Y,Y,,13406,37.4268051,127.1482391,2018-12-31
성남시,우리식품,,,,경기도 성남시 중원구 마지로163번길 23-10,경기도 성남시 중원구 하대원동 159-18번지,031-753-1345,성남사랑상품권,Y,Y,,13406,37.4271369,127.1495164,2018-12-31
성남시,태봉두부,,,,경기도 성남시 중원구 박석로 100,경기도 성남시 중원구 상대원동 784-7번지,,성남사랑상품권,Y,Y,,13233,37.4413626,127.1642567,2018-12-31
성남시,미래컴퓨터,,,,경기도 성남시 중원구 박석로 52,경기도 성남시 중원구 상대원동 1094번지,031-734-8386,성남사랑상품권,Y,Y,,13245,37.4372516,127.1660106,2018-12-31
성남시,성은약국,,,,경기도 성남시 중원구 박석로 70,경기도 성남시 중원구 상대원동 926-1번지,031-743-6040,성남사랑상품권,Y,Y,,13235,37.439,127.1657093,2018-12-31
성남시,성원닭갈비,,,,경기도 성남시 중원구 박석로 78,경기도 성남시 중원구 상대원동 856번지,031-745-7102,성남사랑상품권,Y,Y,,13235,37.439604,127.1654281,2018-12-31
성남시,충남슈퍼,,,,경기도 성남시 중원구 박석로 80,경기도 성남시 중원구 상대원동 855-4번지,031-742-6718,성남사랑상품권,Y,Y,,13235,37.4397755,127.1652025,2018-12-31
성남시,길옥관,,,,경기도 성남시 중원구 박석로 81-1,경기도 성남시 중원구 상대원동 2125번지,031-741-7731,성남사랑상품권,Y,Y,,13236,37.439857,127.1648976,2018-12-31
성남시,한가네갈비,,,,경기도 성남시 중원구 박석로 86,경기도 성남시 중원구 상대원동 853-5번지,031-745-0162,성남사랑상품권,Y,Y,,13235,37.4401903,127.1649548,2018-12-31
성남시,헤어포인트,,,,경기도 성남시 중원구 박석로15번길 17,경기도 성남시 중원구 상대원동 1587번지,031-742-2978,성남사랑상품권,Y,Y,,13227,37.4340017,127.1640149,2018-12-31
성남시,유명한집,,,,경기도 성남시 중원구 박석로15번길 19,경기도 성남시 중원구 상대원동 1587-1번지,031-745-1879,성남사랑상품권,Y,Y,,13227,37.434002,127.1638229,2018-12-31
성남시,미도정육점,,,,경기도 성남시 중원구 박석로15번길 49,경기도 성남시 중원구 상대원동 1949번지,031-734-8728,성남사랑상품권,Y,Y,,13225,37.4340786,127.160456,2018-12-31
성남시,장미세탁소,,,,경기도 성남시 중원구 박석로25번길 21,경기도 성남시 중원구 상대원동 1570번지,031-735-9690,성남사랑상품권,Y,Y,,13227,37.4350297,127.163407,2018-12-31
성남시,한양공판장,,,,경기도 성남시 중원구 박석로25번길 44-4,경기도 성남시 중원구 상대원동 1906번지,031-749-1176,성남사랑상품권,Y,Y,,13224,37.4351048,127.1611474,2018-12-31
성남시,세종종합축산물,,,,경기도 성남시 중원구 박석로33번길 13,경기도 성남시 중원구 상대원동 1524번지,031-731-6728,성남사랑상품권,Y,Y,,13222,37.4357764,127.1642673,2018-12-31
성남시,즐거운피아노학원,,,,경기도 성남시 중원구 박석로33번길 14,경기도 성남시 중원구 상대원동 1358-1번지,031-735-7667,성남사랑상품권,Y,Y,,13221,37.4359381,127.164618,2018-12-31
성남시,차세대공판장,,,,경기도 성남시 중원구 박석로41번길 10,경기도 성남시 중원구 상대원동 1336-1번지,031-731-8656,성남사랑상품권,Y,Y,,13221,37.4365775,127.1648453,2018-12-31
성남시,싱싱계란,,,,경기도 성남시 중원구 박석로41번길 34,경기도 성남시 중원구 상대원동 1642번지,,성남사랑상품권,Y,Y,,13223,37.4366622,127.1621563,2018-12-31
성남시,윤희세일마트,,,,경기도 성남시 중원구 박석로49번길 27,경기도 성남시 중원구 상대원동 1629번지,031-748-4528,성남사랑상품권,Y,Y,,13223,37.437112,127.1627109,2018-12-31
성남시,솥뚜껑삼겹살,,,,경기도 성남시 중원구 산성대로552번길 6,경기도 성남시 중원구 은행동 722-12번지,031-742-7780,성남사랑상품권,Y,Y,,13153,37.4592717,127.1662619,2018-12-31
성남시,디데이프리이엄 독서실,,,,경기도 성남시 중원구 산성대로552번길 8,경기도 성남시 중원구 은행동 722-19번지,031-736-3302,성남사랑상품권,Y,Y,,13153,37.4591904,127.1664312,2018-12-31
성남시,무봉리토종순대국,,,,경기도 성남시 중원구 산성대로562번길 1,경기도 성남시 중원구 은행동 667번지,031-744-3948,성남사랑상품권,Y,Y,,13152,37.4602983,127.1666823,2018-12-31
성남시,돼지저금통,,,,경기도 성남시 중원구 산성대로562번길 6,경기도 성남시 중원구 은행동 683번지,031-743-5995,성남사랑상품권,Y,Y,,13152,37.4599106,127.1668397,2018-12-31
성남시,동화침구,,,,경기도 성남시 중원구 산성대로576번길 1,경기도 성남시 중원구 은행동 663-60번지,031-731-2737,성남사랑상품권,Y,Y,,13152,37.4611346,127.1678144,2018-12-31
성남시,월드약국,,,,경기도 성남시 중원구 산성대로582번길 10,경기도 성남시 중원구 은행동 663-103번지,031-745-2600,성남사랑상품권,Y,Y,,13152,37.4608541,127.1686502,2018-12-31
성남시,번영축산,,,,경기도 성남시 중원구 산성대로582번길 13,경기도 성남시 중원구 은행동 651-4번지,031-734-2799,성남사랑상품권,Y,Y,,13149,37.4607454,127.1690908,2018-12-31
성남시,우리산성약국,,,,경기도 성남시 중원구 산성대로582번길 2,경기도 성남시 중원구 은행동 663번지,031-733-1770,성남사랑상품권,Y,Y,,13152,37.4613594,127.1681201,2018-12-31
성남시,우리할인마트,,,,경기도 성남시 중원구 성남대로 1000,경기도 성남시 중원구 여수동 600번지 센트럴타운3단지,031-759-0089,성남사랑상품권,Y,Y,,13436,37.4179948,127.1314469,2018-12-31
성남시,성남서현사료,,,,경기도 성남시 중원구 성남대로 1110-1,경기도 성남시 중원구 하대원동 100-9번지,031-754-4829,성남사랑상품권,Y,Y,,13385,37.4289166,127.129929,2018-12-31
성남시,금강종합철물,,,,경기도 성남시 중원구 성남대로 1110-1,경기도 성남시 중원구 하대원동 100-9번지,031-755-3377,성남사랑상품권,Y,Y,,13385,37.4289166,127.129929,2018-12-31
성남시,유일헤어,,,,경기도 성남시 중원구 성남대로 1126,경기도 성남시 중원구 성남동 4123번지,031-753-9007,성남사랑상품권,Y,Y,,13365,37.4302772,127.1298522,2018-12-31
성남시,모란스파사우나,,,,경기도 성남시 중원구 성남대로 1126,경기도 성남시 중원구 성남동 4123번지,031-722-2112,성남사랑상품권,Y,Y,,13365,37.4302772,127.1298522,2018-12-31
성남시,흥농종묘사,,,,경기도 성남시 중원구 성남대로 1127,경기도 성남시 중원구 성남동 4182번지,031-754-8911,성남사랑상품권,Y,Y,,13376,37.4302512,127.128824,2018-12-31
성남시,파리바게뜨 모란점,,,,경기도 성남시 중원구 성남대로 1132,경기도 성남시 중원구 성남동 3503번지,031-757-8478,성남사랑상품권,Y,Y,,13365,37.4308269,127.1297402,2018-12-31
성남시,아이정,,,,경기도 성남시 중원구 성남대로 1133,경기도 성남시 중원구 성남동 4169번지,031-753-3350,성남사랑상품권,Y,Y,,13376,37.4309723,127.1285767,2018-12-31
성남시,오라스킨케어,,,,경기도 성남시 중원구 성남대로 1133,경기도 성남시 중원구 성남동 4169번지,031-754-7008,성남사랑상품권,Y,Y,,13376,37.4309723,127.1285767,2018-12-31
성남시,백년지대,,,,경기도 성남시 중원구 성남대로 1133,경기도 성남시 중원구 성남동 4169번지,031-2082-8532,성남사랑상품권,Y,Y,,13376,37.4309723,127.1285767,2018-12-31
성남시,농축푸줏간,,,,경기도 성남시 중원구 성남대로 1139,경기도 성남시 중원구 성남동 4170번지,031-722-2581,성남사랑상품권,Y,Y,,13376,37.4313326,127.128679,2018-12-31
성남시,빽다방 모란역점,,,,경기도 성남시 중원구 성남대로 1141,경기도 성남시 중원구 성남동 4167번지,031-722-4207,성남사랑상품권,Y,Y,,13376,37.431666,127.128623,2018-12-31
성남시,꺼먹돌웰빙쌈밥,,,,경기도 성남시 중원구 희망로 442-2,경기도 성남시 중원구 금광동 5번지,031-732-2537,성남사랑상품권,Y,Y,,13180,37.444498,127.1575736,2018-12-31
성남시,갑오징어활패짬뽕,,,,경기도 성남시 중원구 희망로 446,경기도 성남시 중원구 금광동 3번지,031-747-5959,성남사랑상품권,Y,Y,,13180,37.4446604,127.1574044,2018-12-31
성남시,백제종합장식,,,,경기도 성남시 중원구 희망로 448,경기도 성남시 중원구 금광동 1번지,031-734-3668,성남사랑상품권,Y,Y,,13180,37.4448318,127.1572353,2018-12-31
성남시,서호한방오리,,,,경기도 성남시 중원구 희망로317번길 2,경기도 성남시 중원구 상대원동 5033번지,031-733-1177,성남사랑상품권,Y,Y,,13400,37.4343335,127.1584905,2018-12-31
성남시,다정식당 상대원점,,,,경기도 성남시 중원구 희망로317번길 3,경기도 성남시 중원구 상대원동 5416번지,031-733-3369,성남사랑상품권,Y,Y,,13402,37.4341355,127.1583206,2018-12-31
성남시,수령사,,,,경기도 성남시 중원구 희망로317번길 9,경기도 성남시 중원구 상대원동 5294번지,031-747-8053,성남사랑상품권,Y,Y,,13402,37.4341632,127.1578235,2018-12-31
성남시,평택손칼국수,,,,경기도 성남시 중원구 희망로326번길 11-5,경기도 성남시 중원구 상대원동 2984-16번지,031-741-2468,성남사랑상품권,Y,Y,,13241,37.435549,127.1591258,2018-12-31
성남시,펫 플라워,,,,경기도 성남시 중원구 희망로326번길 17-7,경기도 성남시 중원구 상대원동 2983-112번지,031-744-4989,성남사랑상품권,Y,Y,,13240,37.435855,127.159375,2018-12-31
성남시,한반도,,,,경기도 성남시 중원구 희망로326번길 3-11,경기도 성남시 중원구 상대원동 2986-16번지,031-733-5145,성남사랑상품권,Y,Y,,13241,37.4354419,127.1583798,2018-12-31
성남시,한반도식당,,,,경기도 성남시 중원구 희망로326번길 3-11,경기도 성남시 중원구 상대원동 2986-16번지,031-733-5145,성남사랑상품권,Y,Y,,13241,37.4354419,127.1583798,2018-12-31
성남시,진선미의류,,,,경기도 성남시 중원구 희망로326번길 3-12,경기도 성남시 중원구 상대원동 2985-2번지,031-743-9577,성남사랑상품권,Y,Y,,13241,37.4354686,127.1585945,2018-12-31
성남시,고향닭갈비,,,,경기도 성남시 중원구 희망로326번길 3-13,경기도 성남시 중원구 상대원동 2986-14번지,031-747-5281,성남사랑상품권,Y,Y,,13241,37.43555,127.1584026,2018-12-31
성남시,먹자식당,,,,경기도 성남시 중원구 희망로326번길 5-12,경기도 성남시 중원구 상대원동 2984-15번지,031-733-7942,성남사랑상품권,Y,Y,,13241,37.4355853,127.1589564,2018-12-31
성남시,한아름,,,,경기도 성남시 중원구 희망로327번길 5-1,경기도 성남시 중원구 상대원동 5073번지,031-731-6620,성남사랑상품권,Y,Y,,13400,37.4348845,127.1574295,2018-12-31
성남시,희망 학원,,,,경기도 성남시 중원구 희망로327번길 6,경기도 성남시 중원구 상대원동 4762번지,031-743-5505,성남사랑상품권,Y,Y,,13400,37.4350825,127.157622,2018-12-31
성남시,경복하이퍼,,,,경기도 성남시 중원구 희망로335번길 25,경기도 성남시 중원구 상대원동 4947번지,031-734-5302,성남사랑상품권,Y,Y,,13401,37.4355812,127.1551824,2018-12-31
성남시,정성축산,,,,경기도 성남시 중원구 희망로343번길 5,경기도 성남시 중원구 상대원동 4408번지,031-731-8196,성남사랑상품권,Y,Y,,13399,37.4362451,127.1573984,2018-12-31
성남시,쌩얼,,,,경기도 성남시 중원구 희망로343번길 6-2,경기도 성남시 중원구 상대원동 4129-2번지,,성남사랑상품권,Y,Y,,13399,37.436389,127.1575682,2018-12-31
성남시,양념속세상,,,,경기도 성남시 중원구 희망로344번길 10,경기도 성남시 중원구 상대원동 2984-2번지,031-749-1352,성남사랑상품권,Y,Y,,13241,37.4361889,127.1589802,2018-12-31
성남시,영심반찬,,,,경기도 성남시 중원구 희망로344번길 10,경기도 성남시 중원구 상대원동 2984-2번지,031-741-1797,성남사랑상품권,Y,Y,,13241,37.4361889,127.1589802,2018-12-31
성남시,금광트라이,,,,경기도 성남시 중원구 광명로324번길 3,경기도 성남시 중원구 금광동 1347번지,031-745-2378,성남사랑상품권,Y,Y,,13182,37.4449695,127.1620948,2018-12-31
성남시,성지슈퍼,,,,경기도 성남시 중원구 광명로324번길 4,경기도 성남시 중원구 금광동 360번지,031-749-3196,성남사랑상품권,Y,Y,,13181,37.4449158,127.1618235,2018-12-31
성남시,전주쭈꾸미,,,,경기도 성남시 중원구 광명로324번길 9,경기도 성남시 중원구 금광동 1342번지,031-747-4398,성남사랑상품권,Y,Y,,13189,37.4444647,127.1623197,2018-12-31
성남시,최고정육점,,,,경기도 성남시 중원구 광명로342번길 13,경기도 성남시 중원구 금광동 1464번지,031-743-6372,성남사랑상품권,Y,Y,,13195,37.4448582,127.1644563,2018-12-31
성남시,총각네고깃간,,,,경기도 성남시 중원구 광명로347번길 10,경기도 성남시 중원구 금광동 3171번지,031-743-6010,성남사랑상품권,Y,Y,,13176,37.4469127,127.1642913,2018-12-31
성남시,하이스트보습학원,,,,경기도 성남시 중원구 광명로347번길 10,경기도 성남시 중원구 금광동 3171번지,031-747-1179,성남사랑상품권,Y,Y,,13176,37.4469127,127.1642913,2018-12-31
성남시,무지개세탁소,,,,경기도 성남시 중원구 광명로347번길 14,경기도 성남시 중원구 금광동 3197번지,031-735-0809,성남사랑상품권,Y,Y,,13176,37.4472463,127.1641564,2018-12-31
성남시,김현구 영어클리닉,,,,경기도 성남시 중원구 광명로347번길 17,경기도 성남시 중원구 금광동 3496번지,031-781-5605,성남사랑상품권,Y,Y,,13177,37.4474089,127.1638177,2018-12-31
성남시,벼락가우리,,,,경기도 성남시 중원구 광명로347번길 6,경기도 성남시 중원구 금광동 3150번지,031-745-9289,성남사랑상품권,Y,Y,,13176,37.4465252,127.1643695,2018-12-31
성남시,파파준피자,,,,경기도 성남시 중원구 광명로361번길 22,경기도 성남시 중원구 금광동 3000번지,031-745-7453,성남사랑상품권,Y,Y,,13173,37.4481366,127.1653449,2018-12-31
성남시,더한스 (The Han's),,,,경기도 성남시 중원구 광명로361번길 6,경기도 성남시 중원구 금광동 3088-1번지,031-747-1427,성남사랑상품권,Y,Y,,13176,37.4468296,127.1657602,2018-12-31
성남시,월드유통(금광점),,,,경기도 성남시 중원구 광명로361번길 7,경기도 성남시 중원구 금광동 3160번지,031-733-6552,성남사랑상품권,Y,Y,,13176,37.446884,127.1654891,2018-12-31
성남시,로즈머리,,,,경기도 성남시 중원구 광명로42번길 11,경기도 성남시 중원구 성남동 3335번지,031-605-3625,성남사랑상품권,Y,Y,,13367,37.4328044,127.1340709,2018-12-31
성남시,훼르자코리아,,,,경기도 성남시 중원구 광명로42번길 26,경기도 성남시 중원구 성남동 3695번지,031-757-5949,성남사랑상품권,Y,Y,,13368,37.4314437,127.134238,2018-12-31
성남시,이레헤어,,,,경기도 성남시 중원구 광명로42번길 30,경기도 성남시 중원구 성남동 3700번지,031-757-6875,성남사랑상품권,Y,Y,,13368,37.4312725,127.1342151,2018-12-31
성남시,꼬꼬계란유통,,,,경기도 성남시 중원구 광명로94번길 14,경기도 성남시 중원구 성남동 2386번지,,성남사랑상품권,Y,Y,,13362,37.4340232,127.1398241,2018-12-31
성남시,생활맥주 성남수진점,,,,경기도 성남시 중원구 광명로94번길 2,경기도 성남시 중원구 성남동 2343번지 성진빌딩,031-758-4845,성남사랑상품권,Y,Y,,13362,37.4348349,127.1391816,2018-12-31
성남시,칼라파워화장품,,,,경기도 성남시 중원구 금빛로 45,경기도 성남시 중원구 금광동 1801번지,031-749-5233,성남사랑상품권,Y,Y,,13188,37.4459175,127.1672386,2018-12-31
성남시,곰돌이마트 신구대점,,,,경기도 성남시 중원구 금빛로 49,경기도 성남시 중원구 금광동 1800번지,031-732-9987,성남사랑상품권,Y,Y,,13182,37.4461339,127.1671486,2018-12-31
성남시,프린스턴 보습학원,,,,경기도 성남시 중원구 금빛로 49,경기도 성남시 중원구 금광동 1800번지,031-749-7733,성남사랑상품권,Y,Y,,13182,37.4461339,127.1671486,2018-12-31
성남시,충남쌀상회,,,,경기도 성남시 중원구 박석로49번길 30,경기도 성남시 중원구 상대원동 2730번지,,성남사랑상품권,Y,Y,,13243,37.4373283,127.1626549,2018-12-31
성남시,일번지식당,,,,경기도 성남시 중원구 박석로5번길 1,경기도 성남시 중원구 상대원동 1435번지,031-731-6090,성남사랑상품권,Y,Y,,13228,37.4330803,127.1657643,2018-12-31
성남시,신형열쇠,,,,경기도 성남시 중원구 박석로5번길 17,경기도 성남시 중원구 상대원동 1612번지,031-746-9990,성남사랑상품권,Y,Y,,13227,37.4332449,127.1639794,2018-12-31
성남시,봉구네매운갈비,,,,경기도 성남시 중원구 박석로5번길 17,경기도 성남시 중원구 상대원동 1612번지,031-733-2622,성남사랑상품권,Y,Y,,13227,37.4332449,127.1639794,2018-12-31
성남시,중앙프라자,,,,경기도 성남시 중원구 박석로5번길 18,경기도 성남시 중원구 상대원동 1591번지,031-747-0080,성남사랑상품권,Y,Y,,13227,37.4334161,127.1640137,2018-12-31
성남시,동원맛집,,,,경기도 성남시 중원구 박석로5번길 20-10,경기도 성남시 중원구 상대원동 1588번지 위더스빌,031-733-1601,성남사랑상품권,Y,Y,,13227,37.4338038,127.1637885,2018-12-31
성남시,고향식당,,,,경기도 성남시 중원구 박석로5번길 32-12,경기도 성남시 중원구 상대원동 1713번지,031-732-5999,성남사랑상품권,Y,Y,,13226,37.4340219,127.1623993,2018-12-31
성남시,건강한 정육점,,,,경기도 성남시 중원구 박석로71번길 1,경기도 성남시 중원구 상대원동 1129번지,,성남사랑상품권,Y,Y,,13244,37.4388291,127.1654829,2018-12-31
성남시,황금들녘,,,,경기도 성남시 중원구 박석로71번길 6,경기도 성남시 중원구 상대원동 2070번지,031-741-4959,성남사랑상품권,Y,Y,,13236,37.4387213,127.1652115,2018-12-31
성남시,에이비엠생활용품,,,,경기도 성남시 중원구 박석로72번길 1,경기도 성남시 중원구 상대원동 860-2번지,031-748-0005,성남사랑상품권,Y,Y,,13235,37.4391082,127.1656191,2018-12-31
성남시,준이네 할인마트,,,,경기도 성남시 중원구 박석로85번길 26,경기도 성남시 중원구 상대원동 2472번지,031-733-4954,성남사랑상품권,Y,Y,,13238,37.4386615,127.1628159,2018-12-31
성남시,세븐일레븐 성남소울트리점,,,,경기도 성남시 중원구 박석로85번길 39-2,경기도 성남시 중원구 상대원동 2776번지,031-748-7798,성남사랑상품권,Y,Y,,13243,37.4375007,127.1617626,2018-12-31
성남시,천사문구,,,,경기도 성남시 중원구 박석로85번길 42,경기도 성남시 중원구 상대원동 2849번지,031-735-9983,성남사랑상품권,Y,Y,,13239,37.4376629,127.1617064,2018-12-31
성남시,도원슈퍼,,,,경기도 성남시 중원구 박석로86번길 16,경기도 성남시 중원구 상대원동 835번지,031-733-1806,성남사랑상품권,Y,Y,,13235,37.4407742,127.1662668,2018-12-31
성남시,경안마트,,,,경기도 성남시 중원구 박석로86번길 2,경기도 성남시 중원구 상대원동 853번지,031-744-4566,성남사랑상품권,Y,Y,,13235,37.4402715,127.1648985,2018-12-31
성남시,수레꽃공방이야기,,,,경기도 성남시 중원구 박석로93번길 16,경기도 성남시 중원구 상대원동 2337-1번지,070-8863-1028,성남사랑상품권,Y,Y,,13237,37.4400215,127.163203,2018-12-31
성남시,하와이 노래연습장,,,,경기도 성남시 중원구 박석로94번길 1,경기도 성남시 중원구 상대원동 785-7번지,031-731-7374,성남사랑상품권,Y,Y,,13233,37.441056,127.1644595,2018-12-31
성남시,우리슈퍼,,,,경기도 성남시 중원구 박석로94번길 11,경기도 성남시 중원구 상대원동 774번지,031-732-3604,성남사랑상품권,Y,Y,,13233,37.4414151,127.1653981,2018-12-31
성남시,보통골보리밥,,,,경기도 성남시 중원구 보통골로 5,경기도 성남시 중원구 상대원동 378-15번지,031-749-3189,성남사랑상품권,Y,Y,,13213,37.4344662,127.1794842,2018-12-31
성남시,성남운수㈜,,,,경기도 성남시 중원구 보통골로14번길 8,경기도 성남시 중원구 상대원동 378-12번지,031-747-5612,성남사랑상품권,Y,Y,,13213,37.4345545,127.1806821,2018-12-31
성남시,주식회사 에스씨씨이위컴퓨터학원,,,,경기도 성남시 중원구 성남대로 1142,경기도 성남시 중원구 성남동 3496번지,031-759-8805,성남사랑상품권,Y,Y,,13365,37.431638,127.1295382,2018-12-31
성남시,네파성남직영점,,,,경기도 성남시 중원구 성남대로 1143,경기도 성남시 중원구 성남동 4166번지,031-753-8833,성남사랑상품권,Y,Y,,13376,37.4317741,127.1286571,2018-12-31
성남시,성남비전새롬고시학원,,,,경기도 성남시 중원구 성남대로 1144,경기도 성남시 중원구 성남동 3495번지,031-752-0008,성남사랑상품권,Y,Y,,13365,37.4317191,127.1295157,2018-12-31
성남시,코코약국,,,,경기도 성남시 중원구 성남대로 1144,경기도 성남시 중원구 성남동 3495번지,031-759-9384,성남사랑상품권,Y,Y,,13365,37.4317191,127.1295157,2018-12-31
성남시,모란중앙약국,,,,경기도 성남시 중원구 성남대로 1149,경기도 성남시 중원구 성남동 4159번지,031-757-3188,성남사랑상품권,Y,Y,,13376,37.4323057,127.1286241,2018-12-31
성남시,글라스스토리 모란역점,,,,경기도 성남시 중원구 성남대로 1151,경기도 성남시 중원구 성남동 4145번지,031-752-0700,성남사랑상품권,Y,Y,,13376,37.432585,127.1286585,2018-12-31
성남시,엘에스 (LS) 헤어드벨르,,,,경기도 성남시 중원구 성남대로 1152,경기도 성남시 중원구 성남동 3215번지,031-757-7383,성남사랑상품권,Y,Y,,13364,37.4325212,127.129325,2018-12-31
성남시,㈜우리에프엔지(울릉도자매결연시군 직거래장터 관련),,,,경기도 성남시 중원구 성남대로 997,경기도 성남시 중원구 여수동 200번지,031-768-1373,성남사랑상품권,Y,Y,,13437,37.4200543,127.1265024,2018-12-31
성남시,주식회사 고려인삼 창영 성남시청(시청 연금매점) 구내매점,,,,경기도 성남시 중원구 성남대로 997,경기도 성남시 중원구 여수동 200번지,031-729-4763,성남사랑상품권,Y,Y,,13437,37.4200543,127.1265024,2018-12-31
성남시,느티울공원갈비,,,,경기도 성남시 중원구 성남대로1048번길 39,경기도 성남시 중원구 여수동 385번지,031-721-1516,성남사랑상품권,Y,Y,,13431,37.4212195,127.1322658,2018-12-31
성남시,홍두께칼국수보리밥,,,,경기도 성남시 중원구 성남대로1130번길 13,경기도 성남시 중원구 성남동 3509번지,031-752-9675,성남사랑상품권,Y,Y,,13366,37.4307175,127.1309037,2018-12-31
성남시,모란식자재마트,,,,경기도 성남시 중원구 성남대로1130번길 25,경기도 성남시 중원구 성남동 3602번지,031-758-0441,성남사랑상품권,Y,Y,,13366,37.4308874,127.1321581,2018-12-31
성남시,더진국모란역점,,,,경기도 성남시 중원구 성남대로1130번길 3,경기도 성남시 중원구 성남동 3504번지,031-723-9882,성남사랑상품권,Y,Y,,13365,37.4306647,127.1297964,2018-12-31
성남시,모란생고기 성남점,,,,경기도 성남시 중원구 성남대로1139번길 6,경기도 성남시 중원구 성남동 4168번지,031-757-6941,성남사랑상품권,Y,Y,,13376,37.431495,127.1284872,2018-12-31
성남시,장수식품,,,,경기도 성남시 중원구 성남대로1139번길 6,경기도 성남시 중원구 성남동 4168번지,031-721-3410,성남사랑상품권,Y,Y,,13376,37.431495,127.1284872,2018-12-31
성남시,농수산물 잡화,,,,경기도 성남시 중원구 성남대로1139번길 6,경기도 성남시 중원구 성남동 4168번지,,성남사랑상품권,Y,Y,,13376,37.431495,127.1284872,2018-12-31
